1960.0417	7028
1960.125	7167
1960.2083	7203
1960.2917	7020
1960.375	7024
1960.4583	6992
1960.5417	7059
1960.625	7082
1960.7083	7067
1960.7917	7257
1960.875	7302
1960.9583	7134
1961.0417	7117
1961.125	7039
1961.2083	6936
1961.2917	7119
1961.375	7033
1961.4583	6950
1961.5417	6988
1961.625	7009
1961.7083	7106
1961.7917	7183
1961.875	7123
1961.9583	7209
1962.0417	7138
1962.125	6916
1962.2083	7074
1962.2917	6986
1962.375	6972
1962.4583	6944
1962.5417	7033
1962.625	7014
1962.7083	7056
1962.7917	7030
1962.875	7101
1962.9583	6985
1963.0417	7002
1963.125	7077
1963.2083	7043
1963.2917	7043
1963.375	6934
1963.4583	7031
1963.5417	6978
1963.625	7006
1963.7083	6980
1963.7917	7008
1963.875	7337
1963.9583	7159
1964.0417	6979
1964.125	7035
1964.2083	7097
1964.2917	6989
1964.375	6979
1964.4583	6994
1964.5417	6911
1964.625	6942
1964.7083	6992
1964.7917	7035
1964.875	7025
1964.9583	7131
1965.0417	7014
1965.125	6901
1965.2083	7052
1965.2917	6961
1965.375	7030
1965.4583	7013
1965.5417	7047
1965.625	7008
1965.7083	7109
1965.7917	7163
1965.875	7241
1965.9583	7189
1966.0417	7229
1966.125	7422
1966.2083	7010
1966.2917	7149
1966.375	7011
1966.4583	7088
1966.5417	7012
1966.625	7061
1966.7083	7100
1966.7917	7248
1966.875	7070
1966.9583	7042
1967.0417	7051
1967.125	7094
1967.2083	6987
1967.2917	6956
1967.375	7142
1967.4583	6974
1967.5417	6999
1967.625	7057
1967.7083	7092
1967.7917	7171
1967.875	7137
1967.9583	6995
1968.0417	6989
1968.125	7164
1968.2083	7021
1968.2917	7074
1968.375	7044
1968.4583	7034
1968.5417	7008
1968.625	7012
1968.7083	7132
1968.7917	7146
1968.875	7268
1968.9583	7229
1969.0417	7212
1969.125	7128
1969.2083	7131
1969.2917	6994
1969.375	7116
1969.4583	7075
1969.5417	6959
1969.625	7002
1969.7083	7053
1969.7917	7082
1969.875	7207
1969.9583	7041
1970.0417	7250
1970.125	7096
1970.2083	6989
1970.2917	6983
1970.375	6971
1970.4583	7032
1970.5417	6962
1970.625	7010
1970.7083	7028
1970.7917	6992
1970.875	7153
1970.9583	6991
1971.0417	7178
1971.125	6955
1971.2083	6995
1971.2917	7044
1971.375	7038
1971.4583	7030
1971.5417	7011
1971.625	7056
1971.7083	6995
1971.7917	7014
1971.875	7001
1971.9583	6949
1972.0417	7099
1972.125	7137
1972.2083	7085
1972.2917	7000
1972.375	7007
1972.4583	7021
1972.5417	6966
1972.625	6949
1972.7083	6983
1972.7917	7078
1972.875	7068
1972.9583	7155
1973.0417	7010
1973.125	6958
1973.2083	6881
1973.2917	6917
1973.375	7050
1973.4583	6952
1973.5417	7026
1973.625	7004
1973.7083	7067
1973.7917	7031
1973.875	7009
1973.9583	7041
1974.0417	7141
1974.125	7124
1974.2083	7023
1974.2917	7011
1974.375	7044
1974.4583	7030
1974.5417	6984
1974.625	7011
1974.7083	7105
1974.7917	6988
1974.875	7115
1974.9583	6987
1975.0417	7074
1975.125	7030
1975.2083	7027
1975.2917	6923
1975.375	6950
1975.4583	6967
1975.5417	6994
1975.625	7015
1975.7083	7046
1975.7917	7008
1975.875	7043
1975.9583	6917
1976.0417	6923
1976.125	6966
1976.2083	6970
1976.2917	6907
1976.375	6946
1976.4583	6946
1976.5417	6941
1976.625	7004
1976.7083	7113
1976.7917	7309
1976.875	7081
1976.9583	7172
1977.0417	7135
1977.125	7250
1977.2083	7152
1977.2917	7001
1977.375	6974
1977.4583	6992
1977.5417	6988
1977.625	7011
1977.7083	6948
1977.7917	7114
1977.875	7064
1977.9583	7133
1978.0417	7016
1978.125	7157
1978.2083	7074
1978.2917	7016
1978.375	7002
1978.4583	7011
1978.5417	6987
1978.625	6979
1978.7083	6954
1978.7917	6945
1978.875	6979
1978.9583	7317
1979.0417	7131
1979.125	7162
1979.2083	7084
1979.2917	7048
1979.375	7003
1979.4583	6978
1979.5417	6940
1979.625	6994
1979.7083	6968
1979.7917	7149
1979.875	7020
1979.9583	7099
1980.0417	7099
1980.125	7040
1980.2083	7050
1980.2917	6943
1980.375	7023
1980.4583	7081
1980.5417	7041
1980.625	7038
1980.7083	7045
1980.7917	7147
1980.875	7051
1980.9583	6932
1981.0417	6866
1981.125	6958
1981.2083	7165
1981.2917	7006
1981.375	7142
1981.4583	7012
1981.5417	6997
1981.625	6962
1981.7083	7041
1981.7917	7184
1981.875	7066
1981.9583	7293
1982.0417	7177
1982.125	7114
1982.2083	6938
1982.2917	6968
1982.375	6968
1982.4583	7042
1982.5417	7019
1982.625	7025
1982.7083	7088
1982.7917	7178
1982.875	7183
1982.9583	7001
1983.0417	6984
1983.125	7046
1983.2083	7012
1983.2917	7137
1983.375	7179
1983.4583	7037
1983.5417	7033
1983.625	7003
1983.7083	7093
1983.7917	7083
1983.875	7168
1983.9583	7115
1984.0417	7126
1984.125	7004
1984.2083	7037
1984.2917	7008
1984.375	7087
1984.4583	7042
1984.5417	6980
1984.625	6957
1984.7083	7072
1984.7917	7118
1984.875	7270
1984.9583	7121
1985.0417	7138
1985.125	7131
1985.2083	7065
1985.2917	7063
1985.375	7075
1985.4583	7056
1985.5417	7035
1985.625	7078
1985.7083	7010
1985.7917	7029
1985.875	7115
1985.9583	7151
1986.0417	7108
1986.125	7084
1986.2083	7022
1986.2917	7048
1986.375	7028
1986.4583	7021
1986.5417	6995
1986.625	7029
1986.7083	7042
1986.7917	7098
1986.875	7069
1986.9583	7100
1987.0417	6988
1987.125	7064
1987.2083	7025
1987.2917	7044
1987.375	7021
1987.4583	7053
1987.5417	7035
1987.625	7083
1987.7083	7108
1987.7917	7309
1987.875	7129
1987.9583	7218
1988.0417	7233
1988.125	7083
1988.2083	7017
1988.2917	7059
1988.375	7133
1988.4583	7079
1988.5417	7102
1988.625	7047
1988.7083	7051
1988.7917	7199
1988.875	7151
1988.9583	7018
1989.0417	7011
1989.125	7100
1989.2083	7066
1989.2917	7092
1989.375	7061
1989.4583	7056
1989.5417	7001
1989.625	7064
1989.7083	7054
1989.7917	7110
1989.875	7247
1989.9583	7335
1990.0417	7160
1990.125	7220
1990.2083	6947
1990.2917	6982
1990.375	7045
1990.4583	7081
1990.5417	7049
1990.625	7043
1990.7083	7048
1990.7917	7222
1990.875	7154
1990.9583	7045
1991.0417	7069
1991.125	7033
1991.2083	7093
1991.2917	6989
1991.375	6870
1991.4583	7066
1991.5417	7079
1991.625	7017
1991.7083	7120
1991.7917	7133
1991.875	7138
1991.9583	7000
1992.0417	6957
1992.125	6953
1992.2083	6943
1992.2917	7008
1992.375	6987
1992.4583	7040
1992.5417	7030
1992.625	7135
1992.7083	7125
1992.7917	7152
1992.875	7158
1992.9583	7162
1993.0417	7138
1993.125	6953
1993.2083	6983
1993.2917	7110
1993.375	7106
1993.4583	7049
1993.5417	7012
1993.625	7000
1993.7083	7190
1993.7917	7198
1993.875	7123
1993.9583	7135
1994.0417	7091
1994.125	7171
1994.2083	7012
1994.2917	7004
1994.375	7149
1994.4583	7020
1994.5417	7041
1994.625	7103
1994.7083	7157
1994.7917	7191
1994.875	7194
1994.9583	7201
1995.0417	7164
1995.125	7192
1995.2083	7055
1995.2917	7000
1995.375	7050
1995.4583	6989
1995.5417	7080
1995.625	7025
1995.7083	7128
1995.7917	7171
1995.875	7245
1995.9583	7226
1996.0417	7370
1996.125	7085
1996.2083	7113
1996.2917	7059
1996.375	7114
1996.4583	6987
1996.5417	7020
1996.625	7044
1996.7083	7057
1996.7917	7109
1996.875	7144
1996.9583	7143
1997.0417	7106
1997.125	7069
1997.2083	6969
1997.2917	6977
1997.375	7136
1997.4583	7195
1997.5417	7004
1997.625	7098
1997.7083	7071
1997.7917	7174
1997.875	7347
1997.9583	7214
1998.0417	7182
1998.125	7036
1998.2083	6999
1998.2917	7222
1998.375	7055
1998.4583	7100
1998.5417	7072
1998.625	7013
1998.7083	7168
1998.7917	7144
1998.875	7108
1998.9583	7078
1999.0417	7148
1999.125	6961
1999.2083	7073
1999.2917	7076
1999.375	7082
1999.4583	7050
1999.5417	7048
1999.625	7148
1999.7083	7221
1999.7917	7212
1999.875	7096
1999.9583	7158
2000.0417	6988
2000.125	7048
2000.2083	6976
2000.2917	7215
2000.375	7109
2000.4583	7024
2000.5417	7076
2000.625	7047
2000.7083	7144
2000.7917	7161
2000.875	7357
2000.9583	7426
2001.0417	7355
2001.125	7116
2001.2083	7310
2001.2917	7074
2001.375	7039
2001.4583	7017
2001.5417	7077
2001.625	7084
2001.7083	7087
2001.7917	7254
2001.875	7027
2001.9583	7045
2002.0417	7147
2002.125	7148
2002.2083	7075
2002.2917	7074
2002.375	7118
2002.4583	7039
2002.5417	7029
2002.625	7044
2002.7083	7101
2002.7917	7219
2002.875	7342
2002.9583	7282
2003.0417	7145
2003.125	7094
2003.2083	7122
2003.2917	7148
2003.375	7090
2003.4583	7108
2003.5417	7085
2003.625	7075
2003.7083	7078
2003.7917	7174
2003.875	7217
2003.9583	7144
2004.0417	7173
2004.125	7070
2004.2083	7068
2004.2917	7114
2004.375	7092
2004.4583	7065
2004.5417	7065
2004.625	7189
2004.7083	7095
2004.7917	7327
2004.875	7047
2004.9583	7066
2005.0417	6992
2005.125	6943
2005.2083	7048
2005.2917	7085
2005.375	7054
2005.4583	7065
2005.5417	7071
2005.625	7040
2005.7083	7089
2005.7917	7177
2005.875	7155
2005.9583	7084
2006.0417	7008
2006.125	7040
2006.2083	7115
2006.2917	7027
2006.375	7072
2006.4583	7031
2006.5417	7053
2006.625	7061
2006.7083	7173
2006.7917	7310
2006.875	7258
2006.9583	7135
2007.0417	7106
2007.125	7230
2007.2083	7061
2007.2917	7018
2007.375	7111
2007.4583	7176
2007.5417	7142
2007.625	7091
2007.7083	7051
2007.7917	7105
2007.875	7067
2007.9583	7089
2008.0417	7175
2008.125	7110
2008.2083	7124
2008.2917	7146
2008.375	7168
2008.4583	7083
2008.5417	7127
2008.625	7132
2008.7083	7137
2008.7917	7141
2008.875	7138
2008.9583	7086
2009.0417	7182
2009.125	7117
2009.2083	7057
2009.2917	7103
2009.375	7044
2009.4583	7132
2009.5417	7135
2009.625	7092
2009.7083	7043
2009.7917	7164
2009.875	7321
2009.9583	7300
2010.0417	7161
2010.125	7273
2010.2083	7137
2010.2917	7077
2010.375	7072
2010.4583	7093
2010.5417	7085
2010.625	7095
2010.7083	7135
2010.7917	7228
2010.875	7291
2010.9583	7186
2011.0417	7123
2011.125	7150
2011.2083	7044
2011.2917	7072
2011.375	7064
2011.4583	7093
2011.5417	7088
2011.625	7108
2011.7083	7127
2011.7917	7141
2011.875	7218
2011.9583	7128
2012.0417	7026
2012.125	6875
2012.2083	6942
2012.2917	7190
2012.375	7114
2012.4583	7156
2012.5417	7124
2012.625	7178
2012.7083	7129
2012.7917	7264
2012.875	7256
2012.9583	7196
2013.0417	7187
2013.125	7061
