1960.0417	7000
1960.1250	6920
1960.2083	6750
1960.2917	6930
1960.3750	6920
1960.4583	7000
1960.5417	7010
1960.6250	6930
1960.7083	7060
1960.7917	7020
1960.8750	7190
1960.9583	7150
1961.0417	7060
1961.1250	7110
1961.2083	7050
1961.2917	6980
1961.3750	6940
1961.4583	7070
1961.5417	6950
1961.6250	7020
1961.7083	7140
1961.7917	6930
1961.8750	6890
1961.9583	7010
1962.0417	7140
1962.1250	6970
1962.2083	6800
1962.2917	6820
1962.3750	6850
1962.4583	6950
1962.5417	6930
1962.6250	7030
1962.7083	7050
1962.7917	7080
1962.8750	7020
1962.9583	6970
1963.0417	6800
1963.1250	6950
1963.2083	7110
1963.2917	6930
1963.3750	6760
1963.4583	6610
1963.5417	6990
1963.6250	7000
1963.7083	7050
1963.7917	7160
1963.8750	7130
1963.9583	7060
1964.0417	7130
1964.1250	7070
1964.2083	7080
1964.2917	6990
1964.3750	7060
1964.4583	7070
1964.5417	7110
1964.6250	7010
1964.7083	7130
1964.7917	7130
1964.8750	7150
1964.9583	7100
1965.0417	7100
1965.1250	6830
1965.2083	6940
1965.2917	7000
1965.3750	7000
1965.4583	7160
1965.5417	7020
1965.6250	7080
1965.7083	7110
1965.7917	7160
1965.8750	7040
1965.9583	7160
1966.0417	7030
1966.1250	7050
1966.2083	6910
1966.2917	6920
1966.3750	6930
1966.4583	7000
1966.5417	6930
1966.6250	6760
1966.7083	7140
1966.7917	7050
1966.8750	7030
1966.9583	7080
1967.0417	6990
1967.1250	7110
1967.2083	7010
1967.2917	6900
1967.3750	6930
1967.4583	7010
1967.5417	6980
1967.6250	7040
1967.7083	7080
1967.7917	7180
1967.8750	7090
1967.9583	6980
1968.0417	7010
1968.1250	6870
1968.2083	6960
1968.2917	6860
1968.3750	6840
1968.4583	7010
1968.5417	6890
1968.6250	6970
1968.7083	7030
1968.7917	7100
1968.8750	7130
1968.9583	7090
1969.0417	6970
1969.1250	6790
1969.2083	6890
1969.2917	6880
1969.3750	6890
1969.4583	7040
1969.5417	7050
1969.6250	7060
1969.7083	7050
